epoch_ms,watts
1789775129570,32.33
1789775129698,32.17
1789775129833,32.3
1789775129967,32.18
1789775130085,55.58
1789775130202,55.58
1789775130319,32.31
1789775130435,57.06
1789775130551,56.99
1789775130666,57.25
1789775130782,57.24
1789775130897,57.42
1789775131013,57.66
1789775131128,57.66
1789775131244,56.8
1789775131359,57.64
1789775131476,57.69
1789775131592,57.82
1789775131707,57.95
1789775131823,58.12
1789775131939,58.12
1789775132055,58.06
1789775132171,58.28
1789775132286,57.69
1789775132402,58.36
1789775132518,58.44
1789775132633,58.28
1789775132749,58.28
1789775132865,58.59
1789775132982,58.56
1789775133097,58.5
1789775133213,58.45
1789775133328,58.41
1789775133444,58.59
1789775133560,58.71
1789775133676,58.71
1789775133792,57.86
1789775133908,58.59
1789775134024,58.66
1789775134139,58.71
1789775134255,58.8
1789775134371,58.92
1789775134487,58.92
1789775134602,58.88
1789775134719,59.03
1789775134834,58.8
1789775134950,59.14
1789775135066,59.03
1789775135181,59.04
1789775135297,59.35
1789775135412,59.35
1789775135529,59.14
1789775135645,59.04
1789775135760,59.17
1789775135876,59.18
1789775135992,59.21
1789775136108,59.32
1789775136224,59.32
1789775136340,58.54
1789775136456,59.31
1789775136572,59.32
1789775136687,59.37
1789775136803,59.42
1789775136919,59.63
1789775137034,59.6
1789775137150,59.6
1789775137267,59.42
1789775137382,59.34
1789775137498,59.63
1789775137614,59.56
1789775137730,59.49
1789775137845,59.73
1789775137961,59.73
1789775138077,59.76
1789775138193,59.59
1789775138309,59.65
1789775138425,59.69
1789775138541,59.79
1789775138657,60
1789775138773,59.03
1789775138888,59.03
1789775139004,59.76
1789775139119,59.79
1789775139235,59.77
1789775139351,60
1789775139466,60.06
1789775139583,59.98
1789775139698,59.98
1789775139814,59.93
1789775139931,59.79
1789775140046,60.04
1789775140162,59.92
1789775140277,60.13
1789775140393,60.25
1789775140510,60.25
1789775140625,60.09
1789775140741,60.08
1789775140857,60.02
1789775140973,60.08
1789775141089,60.36
1789775141205,60.52
1789775141321,59.64
1789775141436,59.64
1789775141552,60.28
1789775141668,60.25
1789775141784,60.29
1789775141899,60.39
1789775142015,60.46
1789775142131,60.5
1789775142246,35.23
1789775142372,35.03
1789775142508,34.89
1789775142644,34.7
1789775142782,34.7
1789775142909,34.57
1789775143045,34.37
1789775143173,34.35
1789775143308,34.35
1789775143437,34.26
1789775143565,34.24
1789775143692,34.19
1789775143829,34.17
1789775143965,34.04
1789775144101,34.08
1789775144229,33.99
1789775144358,33.91
1789775144493,33.93
1789775144627,33.9
1789775144751,33.85
1789775144888,33.85
1789775145024,33.81
1789775145160,33.75
1789775145296,33.72
1789775145432,33.73
1789775145561,33.72
1789775145690,33.6
1789775145817,33.57
1789775145953,33.58
1789775146089,33.58
1789775146226,33.55
1789775146353,33.55
1789775146490,33.57
1789775146625,33.46
1789775146753,33.46
1789775146890,33.36
1789775147026,33.4
1789775147162,33.5
1789775147287,33.36
1789775147405,33.42
1789775147522,33.47
1789775147639,59.06
1789775147754,59.27
1789775147870,59.41
1789775147985,59.41
1789775148100,59.54
1789775148216,59.67
1789775148331,59.89
1789775148447,59.84
1789775148563,60
1789775148678,60.12
1789775148794,60.12
1789775148910,60.15
1789775149026,60.13
1789775149142,60.37
1789775149258,60.36
1789775149373,60.43
1789775149489,60.51
1789775149605,60.51
1789775149721,60.44
1789775149836,60.6
1789775149952,60.6
1789775150068,60.84
1789775150185,60.86
1789775150300,60.86
1789775150416,60.98
1789775150532,60.98
1789775150648,60.92
1789775150764,60.98
1789775150879,61.14
1789775150995,61.09
1789775151111,61.14
1789775151226,61.12
1789775151342,61.12
1789775151458,61.13
1789775151573,61.23
1789775151689,61.23
1789775151805,61.15
1789775151920,61.35
1789775152036,61.43
1789775152152,61.42
1789775152267,61.42
