epoch_ms,watts
1789837056269,34.38
1789837056286,34.38
1789837056302,34.38
1789837056318,34.38
1789837056335,34.38
1789837056350,34.38
1789837056366,34.38
1789837056382,34.38
1789837056399,34.38
1789837056415,34.38
1789837056431,34.38
1789837056447,34.38
1789837056464,34.38
1789837056480,34.41
1789837056495,34.41
1789837056511,34.41
1789837056528,34.41
1789837056544,34.41
1789837056560,34.41
1789837056575,34.41
1789837056591,34.41
1789837056608,34.41
1789837056623,34.37
1789837056640,34.37
1789837056656,34.37
1789837056671,34.37
1789837056687,34.37
1789837056703,34.37
1789837056720,34.37
1789837056736,34.37
1789837056752,34.29
1789837056768,34.29
1789837056784,34.29
1789837056800,34.29
1789837056816,34.29
1789837056833,34.29
1789837056849,34.29
1789837056865,34.29
1789837056882,34.36
1789837056897,34.36
1789837056912,34.36
1789837056928,34.36
1789837056945,34.36
1789837056961,34.36
1789837056977,34.36
1789837056993,34.36
1789837057010,34.36
1789837057025,34.37
1789837057040,34.37
1789837057056,34.37
1789837057071,34.37
1789837057088,34.37
1789837057104,34.37
1789837057120,34.37
1789837057136,34.37
1789837057152,34.39
1789837057168,34.39
1789837057184,34.39
1789837057200,34.39
1789837057217,34.39
1789837057233,34.39
1789837057250,34.39
1789837057266,34.39
1789837057282,34.36
1789837057297,34.36
1789837057312,34.36
1789837057328,34.36
1789837057345,34.36
1789837057361,34.36
1789837057377,34.36
1789837057394,34.36
1789837057410,34.36
1789837057425,34.37
1789837057440,34.37
1789837057457,34.37
1789837057473,34.37
1789837057489,34.37
1789837057506,34.37
1789837057522,34.37
1789837057538,34.37
1789837057554,34.47
1789837057569,34.47
1789837057586,34.47
1789837057602,34.47
1789837057618,34.47
1789837057635,34.47
1789837057651,34.47
1789837057667,34.47
1789837057683,34.46
1789837057698,34.46
1789837057714,34.46
1789837057730,34.46
1789837057747,34.46
1789837057763,34.46
1789837057779,34.46
1789837057795,34.46
1789837057812,34.46
1789837057827,34.42
1789837057843,34.42
1789837057860,34.42
1789837057876,34.42
1789837057892,34.42
1789837057909,34.42
1789837057925,34.42
1789837057941,34.42
1789837057957,34.37
1789837057972,34.37
1789837057989,34.37
1789837058005,34.37
1789837058020,34.37
1789837058036,34.37
1789837058053,34.37
1789837058069,34.37
1789837058085,34.34
1789837058100,34.34
1789837058115,34.34
1789837058132,34.34
1789837058148,34.34
1789837058164,34.34
1789837058181,34.34
1789837058196,34.34
1789837058212,34.34
1789837058227,34.38
1789837058244,34.38
1789837058260,34.38
1789837058276,34.38
1789837058293,34.38
1789837058309,34.38
1789837058325,34.38
1789837058340,34.38
1789837058356,34.41
1789837058371,34.41
1789837058387,34.41
1789837058404,34.41
1789837058420,34.41
1789837058436,34.41
1789837058453,34.41
1789837058469,34.41
1789837058485,34.37
1789837058500,34.37
1789837058516,34.37
1789837058532,34.37
1789837058548,34.37
1789837058565,34.37
1789837058581,34.37
1789837058597,34.37
1789837058614,34.37
1789837058629,34.35
1789837058645,34.35
1789837058661,34.35
1789837058676,34.35
1789837058693,34.35
1789837058708,34.35
1789837058724,34.35
1789837058741,34.35
1789837058757,34.37
1789837058772,34.37
1789837058787,34.37
1789837058803,34.37
1789837058819,34.37
1789837058836,34.37
1789837058852,34.37
1789837058868,34.37
1789837058885,34.37
1789837058900,34.35
1789837058916,34.35
1789837058933,34.35
1789837058949,34.35
1789837058965,34.35
1789837058982,34.35
1789837058998,34.35
1789837059014,34.35
1789837059030,34.42
1789837059046,34.42
1789837059062,34.42
1789837059079,34.42
1789837059095,34.42
1789837059111,34.42
1789837059127,34.42
1789837059144,34.42
1789837059160,34.39
1789837059175,34.39
1789837059191,34.39
1789837059208,34.39
1789837059224,34.39
1789837059240,34.39
1789837059256,34.39
1789837059273,34.39
1789837059289,34.37
1789837059304,34.37
1789837059321,34.37
1789837059337,34.37
1789837059353,34.37
1789837059369,34.37
1789837059386,34.37
1789837059401,34.37
1789837059417,34.37
1789837059434,34.32
1789837059450,34.32
1789837059466,34.32
1789837059483,34.32
1789837059499,34.32
1789837059516,34.32
1789837059532,34.32
1789837059548,34.32
1789837059564,34.38
1789837059579,34.38
1789837059595,34.38
1789837059612,34.38
1789837059628,34.38
1789837059644,34.38
1789837059661,34.38
1789837059677,34.38
1789837059693,34.43
1789837059708,34.43
1789837059724,34.43
1789837059740,34.43
1789837059756,34.43
1789837059772,34.43
1789837059789,34.43
1789837059805,34.43
1789837059821,34.43
1789837059837,32.26
1789837059854,32.26
1789837059870,32.26
1789837059886,32.26
1789837059905,32.26
1789837059931,32.26
1789837059965,32.17
1789837059983,32.17
1789837060007,32.17
1789837060041,32.17
1789837060076,32.17
1789837060104,32.09
1789837060126,32.09
1789837060160,32.09
1789837060194,32.09
1789837060211,32.09
1789837060233,32.13
1789837060268,32.13
1789837060303,32.13
1789837060340,32.13
1789837060376,32.1
1789837060412,32.1
1789837060438,32.1
1789837060473,32.1
1789837060507,32.01
1789837060544,32.01
1789837060572,32.01
1789837060608,32.01
1789837060639,32.01
1789837060669,32.01
1789837060703,32.01
1789837060740,32.01
1789837060772,32.01
1789837060796,32.01
1789837060820,32.01
1789837060855,32.01
1789837060889,31.99
1789837060925,31.99
1789837060960,31.99
1789837060994,31.99
1789837061028,32.15
1789837061064,32.15
1789837061099,32.15
1789837061122,32.15
1789837061157,32.06
1789837061192,32.06
1789837061219,32.06
1789837061235,32.06
1789837061257,32.06
1789837061281,32.06
1789837061316,32.02
1789837061343,32.02
1789837061365,32.02
1789837061399,32.02
1789837061435,32.1
1789837061469,32.1
1789837061498,32.1
1789837061521,32.1
1789837061555,32.1
1789837061572,31.91
1789837061601,31.91
1789837061636,31.91
1789837061671,31.91
1789837061706,32.08
1789837061738,32.08
1789837061773,32.08
1789837061809,32.08
1789837061845,32
1789837061879,32
1789837061915,32
1789837061949,32
1789837061985,32.11
1789837062017,32.11
1789837062039,32.11
1789837062074,32.11
1789837062104,32.05
1789837062127,32.05
1789837062163,32.05
1789837062195,32.05
1789837062225,32.05
1789837062240,31.99
1789837062259,31.99
1789837062282,31.99
1789837062317,31.99
1789837062345,31.99
1789837062367,32.09
1789837062403,32.09
1789837062439,32.09
1789837062475,32.09
1789837062511,32.05
1789837062544,32.05
1789837062575,32.05
1789837062611,32.05
1789837062646,32
1789837062679,32
1789837062707,32
1789837062744,32
1789837062780,31.98
1789837062803,31.98
1789837062839,31.98
1789837062872,31.98
1789837062904,32.01
1789837062940,32.01
1789837062973,32.01
1789837063009,32.01
1789837063046,31.98
1789837063080,31.98
1789837063115,31.98
1789837063152,31.98
1789837063187,31.96
1789837063219,31.96
1789837063236,31.96
1789837063259,31.96
1789837063282,31.96
1789837063315,31.98
1789837063343,31.98
1789837063366,31.98
1789837063399,31.98
1789837063434,32
1789837063464,32
1789837063484,32
1789837063518,32
1789837063554,32
1789837063590,32.09
1789837063625,32.09
1789837063659,32.09
1789837063689,32.09
1789837063711,32
1789837063745,32
1789837063780,32
1789837063816,32
1789837063852,31.97
1789837063887,31.97
1789837063913,31.97
1789837063930,31.97
1789837063946,31.97
1789837063962,31.97
1789837063978,32.07
1789837063995,32.07
1789837064023,32.07
1789837064057,32.07
1789837064092,32.04
1789837064127,32.04
1789837064156,32.04
1789837064189,32.04
1789837064219,32.04
1789837064235,32.04
1789837064257,31.97
1789837064293,31.97
1789837064330,31.97
1789837064356,31.97
1789837064385,31.94
1789837064421,31.94
1789837064456,31.94
1789837064481,31.94
1789837064516,31.97
1789837064551,31.97
1789837064587,31.97
1789837064622,31.97
1789837064656,31.94
1789837064685,31.94
1789837064703,31.94
1789837064739,31.94
1789837064774,32.02
1789837064807,32.02
1789837064834,32.02
1789837064870,32.02
1789837064906,31.95
1789837064942,31.95
1789837064978,31.95
1789837065003,31.95
1789837065019,31.95
1789837065035,31.95
1789837065052,31.93
1789837065068,31.93
1789837065085,31.93
1789837065101,31.93
1789837065118,31.93
1789837065134,31.93
1789837065150,31.93
1789837065166,31.93
1789837065182,33.85
1789837065197,33.85
1789837065214,33.85
1789837065230,33.85
1789837065246,33.85
1789837065263,33.85
1789837065279,33.85
1789837065295,33.85
1789837065312,33.84
1789837065327,33.84
1789837065342,33.84
1789837065358,33.84
1789837065374,33.84
1789837065391,33.84
1789837065406,33.84
1789837065422,33.84
1789837065438,33.84
1789837065454,33.9
1789837065470,33.9
1789837065486,33.9
1789837065503,33.9
1789837065519,33.9
1789837065535,33.9
1789837065551,33.9
1789837065568,33.9
1789837065584,33.75
1789837065599,33.75
1789837065615,33.75
1789837065632,33.75
1789837065648,33.75
1789837065664,33.75
1789837065681,33.75
1789837065697,33.75
1789837065713,33.84
1789837065728,33.84
1789837065743,33.84
1789837065760,33.84
1789837065776,33.84
1789837065791,33.84
1789837065807,33.84
1789837065824,33.84
1789837065840,33.84
1789837065855,33.79
1789837065871,33.79
1789837065887,33.79
1789837065904,33.79
1789837065920,33.79
1789837065936,33.79
1789837065953,33.79
1789837065969,33.79
1789837065985,33.89
1789837066000,33.89
1789837066017,33.89
1789837066033,33.89
1789837066049,33.89
1789837066066,33.89
1789837066082,33.89
1789837066098,33.89
1789837066114,33.89
1789837066129,33.89
1789837066145,33.89
1789837066161,33.89
1789837066177,33.89
1789837066192,33.89
1789837066209,33.89
1789837066225,33.89
1789837066241,33.89
1789837066257,33.86
1789837066273,33.86
1789837066289,33.86
1789837066305,33.86
1789837066321,33.86
1789837066338,33.86
1789837066354,33.86
1789837066370,33.86
1789837066386,33.84
1789837066402,33.84
1789837066418,33.84
1789837066434,33.84
1789837066450,33.84
1789837066467,33.84
1789837066482,33.84
1789837066498,33.84
1789837066514,33.84
1789837066530,33.96
1789837066545,33.96
1789837066561,33.96
1789837066577,33.96
1789837066594,33.96
1789837066610,33.96
1789837066626,33.96
1789837066642,33.96
1789837066658,33.89
1789837066674,33.89
1789837066690,33.89
1789837066707,33.89
1789837066723,33.89
1789837066739,33.89
1789837066756,33.89
1789837066772,33.89
1789837066788,33.95
1789837066804,33.95
1789837066820,33.95
1789837066836,33.95
1789837066852,33.95
1789837066868,33.95
1789837066885,33.95
1789837066901,33.95
1789837066917,33.87
1789837066933,33.87
1789837066948,33.87
1789837066963,33.87
1789837066979,33.87
1789837066994,33.87
1789837067010,33.87
1789837067027,33.87
1789837067043,33.87
1789837067059,33.9
1789837067075,33.9
1789837067090,33.9
1789837067106,33.9
1789837067122,33.9
1789837067138,33.9
1789837067155,33.9
1789837067171,33.9
1789837067187,33.84
1789837067203,33.84
1789837067219,33.84
1789837067235,33.84
1789837067252,33.84
1789837067268,33.84
1789837067284,33.84
1789837067300,33.84
1789837067317,33.84
1789837067332,33.84
1789837067349,33.84
1789837067365,33.84
1789837067381,33.84
1789837067397,33.84
1789837067414,33.84
1789837067430,33.84
1789837067446,33.84
1789837067462,33.84
1789837067478,33.84
1789837067494,33.84
1789837067511,33.84
1789837067527,33.84
1789837067543,33.84
1789837067559,33.84
1789837067576,33.84
1789837067592,33.84
1789837067607,33.84
1789837067623,33.84
1789837067639,33.84
1789837067654,33.84
1789837067671,33.84
1789837067687,33.84
1789837067702,33.84
1789837067718,33.84
1789837067734,33.93
1789837067749,33.93
1789837067765,33.93
1789837067780,33.93
1789837067795,33.93
1789837067811,33.93
1789837067827,33.93
1789837067844,33.93
1789837067860,33.84
1789837067875,33.84
1789837067890,33.84
1789837067907,33.84
1789837067923,33.84
1789837067939,33.84
1789837067956,33.84
1789837067972,33.84
1789837067988,33.93
1789837068003,33.93
1789837068019,33.93
1789837068036,33.93
1789837068052,33.93
1789837068068,33.93
1789837068084,33.93
1789837068101,33.93
1789837068117,33.93
1789837068133,33.93
1789837068149,33.93
1789837068165,33.93
1789837068181,33.93
1789837068198,33.93
1789837068215,33.93
1789837068230,33.93
1789837068247,33.93
1789837068263,33.95
1789837068279,33.95
1789837068295,33.95
1789837068310,33.95
1789837068326,33.95
1789837068342,33.95
1789837068359,33.95
1789837068375,33.95
1789837068391,33.92
1789837068407,33.92
1789837068422,33.92
1789837068439,33.92
1789837068455,33.92
1789837068471,33.92
1789837068488,33.92
1789837068504,33.92
1789837068520,33.92
1789837068535,33.9
1789837068551,33.9
1789837068567,33.9
